,State,Year,level,area,dem,real_wage_23,quint_label,sector,Sector_Type,Group,sex_cat,youth_cat,cws_type,emp_type
44896,Puducherry,2017,State,All,Emp Type,7930.15,1,99,All,EmpType,NA,NA,NA,1
46262,Kerala,2017,State,urban/rural,Emp Type,7930.15,2,0,Rural,EmpType,NA,NA,NA,3
26023,Tripura,2023,State,All,Youth,7930.7,3,99,All,Youth,NA,1,NA,NA
58418,Chhattisgarh,2023,State,All,Emp Type,7932.37,3,99,All,EmpType,NA,NA,NA,2
35520,Telangana,2020,State,All,CWS Type,7933.01,2,99,All,CWSType,NA,NA,2,NA
3337,Jammu and Kashmir,2021,State,urban/rural,All Households,7933.33,2,0,Rural,Total,NA,NA,NA,NA
11340,Himachal Pradesh,2021,State,All,Sex,7933.33,2,99,All,Gender,1,NA,NA,NA
11376,Haryana,2021,State,All,Sex,7933.33,1,99,All,Gender,1,NA,NA,NA
23183,Jammu and Kashmir,2021,State,urban/rural,Youth,7933.33,2,0,Rural,Youth,NA,2,NA,NA
37757,Maharashtra,2021,State,All,CWS Type,7933.33,3,99,All,CWSType,NA,NA,1,NA
54844,Arunachal Pradesh,2021,State,urban/rural,Emp Type,7933.33,2,0,Rural,EmpType,NA,NA,NA,2
13941,Kerala,2022,State,urban/rural,Sex,7934.21,1,1,Urban,Gender,1,NA,NA,NA
55623,India,2022,National,urban/rural,Emp Type,7934.21,2,1,Urban,EmpType,NA,NA,NA,3
2453,Chhattisgarh,2020,State,All,All Households,7934.43,3,99,All,Total,NA,NA,NA,NA
57948,Sikkim,2023,State,All,Emp Type,7934.73,Total,99,All,EmpType,NA,NA,NA,2
58229,Sikkim,2023,State,All,Emp Type,7934.73,3,99,All,EmpType,NA,NA,NA,2
463,Sikkim,2017,State,urban/rural,All Households,7935.35,1,1,Urban,Total,NA,NA,NA,NA
32174,Andaman and Nicobar Island,2018,State,urban/rural,CWS Type,7935.35,1,1,Urban,CWSType,NA,NA,1,NA
50803,Maharashtra,2019,State,urban/rural,Emp Type,7935.35,1,1,Urban,EmpType,NA,NA,NA,1
16025,Maharashtra,2017,State,All,Youth,7935.71,2,99,All,Youth,NA,2,NA,NA
17372,Odisha,2018,State,All,Youth,7935.71,Total,99,All,Youth,NA,2,NA,NA
28225,Telangana,2017,State,All,CWS Type,7935.71,2,99,All,CWSType,NA,NA,2,NA
34679,India,2020,National,All,CWS Type,7935.71,3,99,All,CWSType,NA,NA,1,NA
44935,Telangana,2017,State,All,Emp Type,7935.71,2,99,All,EmpType,NA,NA,NA,3
46402,Telangana,2017,State,urban/rural,Emp Type,7935.71,2,0,Rural,EmpType,NA,NA,NA,3
46581,Odisha,2018,State,All,Emp Type,7935.71,Total,99,All,EmpType,NA,NA,NA,2
56535,Jharkhand,2022,State,urban/rural,Emp Type,7938.75,Total,1,Urban,EmpType,NA,NA,NA,3
41642,Andaman and Nicobar Island,2022,State,urban/rural,CWS Type,7939.89,1,0,Rural,CWSType,NA,NA,2,NA
59609,Odisha,2023,State,urban/rural,Emp Type,7939.89,2,0,Rural,EmpType,NA,NA,NA,1
36682,Gujarat,2020,State,urban/rural,CWS Type,7940.26,2,1,Urban,CWSType,NA,NA,1,NA
18273,Rajasthan,2018,State,urban/rural,Youth,7941.02,2,1,Urban,Youth,NA,1,NA,NA
31431,Manipur,2018,State,urban/rural,CWS Type,7941.02,1,1,Urban,CWSType,NA,NA,1,NA
5627,Andhra Pradesh,2017,State,All,Sex,7941.29,4,99,All,Gender,2,NA,NA,NA
12621,Uttrakhand,2022,State,All,Sex,7941.29,Total,99,All,Gender,2,NA,NA,NA
12735,Uttrakhand,2022,State,All,Sex,7941.29,3,99,All,Gender,2,NA,NA,NA
14032,Telangana,2022,State,urban/rural,Sex,7941.29,4,0,Rural,Gender,2,NA,NA,NA
16308,Andhra Pradesh,2017,State,urban/rural,Youth,7941.29,Total,0,Rural,Youth,NA,1,NA,NA
17509,Rajasthan,2018,State,All,Youth,7941.29,2,99,All,Youth,NA,1,NA,NA
18260,Rajasthan,2018,State,urban/rural,Youth,7941.29,2,0,Rural,Youth,NA,1,NA,NA
24701,Odisha,2022,State,urban/rural,Youth,7941.29,Total,0,Rural,Youth,NA,2,NA,NA
28223,Telangana,2017,State,All,CWS Type,7941.29,1,99,All,CWSType,NA,NA,3,NA
29302,Chhattisgarh,2017,State,urban/rural,CWS Type,7941.29,4,0,Rural,CWSType,NA,NA,1,NA
29303,Chhattisgarh,2017,State,urban/rural,CWS Type,7941.29,4,0,Rural,CWSType,NA,NA,2,NA
41153,Jharkhand,2022,State,urban/rural,CWS Type,7941.29,4,0,Rural,CWSType,NA,NA,1,NA
44695,Odisha,2017,State,All,Emp Type,7941.29,4,99,All,EmpType,NA,NA,NA,3
56513,Assam,2022,State,urban/rural,Emp Type,7941.29,Total,0,Rural,EmpType,NA,NA,NA,1
21544,Himachal Pradesh,2020,State,urban/rural,Youth,7943.26,3,0,Rural,Youth,NA,1,NA,NA
40469,Jammu and Kashmir,2022,State,urban/rural,CWS Type,7945.28,1,1,Urban,CWSType,NA,NA,3,NA
3853,Tripura,2022,State,All,All Households,7945.75,2,99,All,Total,NA,NA,NA,NA
24188,Uttrakhand,2022,State,All,Youth,7945.75,1,99,All,Youth,NA,1,NA,NA
24586,Himachal Pradesh,2022,State,urban/rural,Youth,7945.75,Total,0,Rural,Youth,NA,1,NA,NA
25312,Odisha,2022,State,urban/rural,Youth,7945.75,3,0,Rural,Youth,NA,2,NA,NA
39906,Odisha,2022,State,All,CWS Type,7945.75,3,99,All,CWSType,NA,NA,2,NA
55818,Punjab,2022,State,All,Emp Type,7945.75,2,99,All,EmpType,NA,NA,NA,3
56523,West Bengal,2022,State,urban/rural,Emp Type,7945.75,Total,0,Rural,EmpType,NA,NA,NA,3
57103,Manipur,2022,State,urban/rural,Emp Type,7945.75,1,0,Rural,EmpType,NA,NA,NA,3
57280,West Bengal,2022,State,urban/rural,Emp Type,7945.75,3,0,Rural,EmpType,NA,NA,NA,3
13103,Punjab,2022,State,urban/rural,Sex,7945.89,Total,1,Urban,Gender,2,NA,NA,NA
16245,Tripura,2017,State,urban/rural,Youth,7946.71,Total,1,Urban,Youth,NA,1,NA,NA
16310,Andhra Pradesh,2017,State,urban/rural,Youth,7946.87,Total,0,Rural,Youth,NA,NA,NA,NA
17038,Andhra Pradesh,2017,State,urban/rural,Youth,7946.87,3,0,Rural,Youth,NA,1,NA,NA
17046,Andhra Pradesh,2017,State,urban/rural,Youth,7946.87,Total,0,Rural,Youth,NA,NA,NA,NA
27768,Sikkim,2017,State,All,CWS Type,7946.87,1,99,All,CWSType,NA,NA,2,NA
28451,Andhra Pradesh,2017,State,urban/rural,CWS Type,7946.87,Total,0,Rural,CWSType,NA,NA,NA,NA
29494,Andhra Pradesh,2017,State,urban/rural,CWS Type,7946.87,Total,0,Rural,CWSType,NA,NA,NA,NA
43002,Uttrakhand,2023,State,urban/rural,CWS Type,7949.55,1,1,Urban,CWSType,NA,NA,3,NA
20240,Assam,2019,State,urban/rural,Youth,7949.88,2,0,Rural,Youth,NA,2,NA,NA
34754,Uttrakhand,2020,State,All,CWS Type,7949.88,Total,99,All,CWSType,NA,NA,1,NA
24628,Uttar Pradesh,2022,State,urban/rural,Youth,7950.22,Total,0,Rural,Youth,NA,1,NA,NA
24999,Uttar Pradesh,2022,State,urban/rural,Youth,7950.22,3,0,Rural,Youth,NA,1,NA,NA
40076,Kerala,2022,State,All,CWS Type,7950.22,1,99,All,CWSType,NA,NA,3,NA
40843,Arunachal Pradesh,2022,State,urban/rural,CWS Type,7950.22,1,0,Rural,CWSType,NA,NA,3,NA
41111,West Bengal,2022,State,urban/rural,CWS Type,7950.22,2,0,Rural,CWSType,NA,NA,3,NA
57346,Odisha,2022,State,urban/rural,Emp Type,7950.22,2,0,Rural,EmpType,NA,NA,NA,1
18403,Nagaland,2018,State,urban/rural,Youth,7952.4,2,1,Urban,Youth,NA,1,NA,NA
30237,Nagaland,2018,State,All,CWS Type,7952.4,1,99,All,CWSType,NA,NA,3,NA
964,Maharashtra,2018,State,All,All Households,7952.46,2,99,All,Total,NA,NA,NA,NA
5716,Telangana,2017,State,All,Sex,7952.46,1,99,All,Gender,1,NA,NA,NA
27501,Tripura,2017,State,All,CWS Type,7952.46,Total,99,All,CWSType,NA,NA,1,NA
28360,Tripura,2017,State,urban/rural,CWS Type,7952.46,Total,0,Rural,CWSType,NA,NA,1,NA
44930,Telangana,2017,State,All,Emp Type,7952.46,1,99,All,EmpType,NA,NA,NA,1
46257,Kerala,2017,State,urban/rural,Emp Type,7952.46,1,0,Rural,EmpType,NA,NA,NA,1
46680,Punjab,2018,State,All,Emp Type,7952.46,2,99,All,EmpType,NA,NA,NA,3
21958,Assam,2020,State,urban/rural,Youth,7953.15,2,0,Rural,Youth,NA,2,NA,NA
33459,Punjab,2019,State,urban/rural,CWS Type,7955.44,2,0,Rural,CWSType,NA,NA,2,NA
47174,Kerala,2018,State,All,Emp Type,7955.44,2,99,All,EmpType,NA,NA,NA,3
48987,Punjab,2019,State,All,Emp Type,7955.44,2,99,All,EmpType,NA,NA,NA,3
49953,Punjab,2019,State,urban/rural,Emp Type,7955.44,2,0,Rural,EmpType,NA,NA,NA,3
57549,Andhra Pradesh,2022,State,urban/rural,Emp Type,7956.2,2,1,Urban,EmpType,NA,NA,NA,3
13541,Manipur,2022,State,urban/rural,Sex,7956.65,1,0,Rural,Gender,1,NA,NA,NA
1781,Himachal Pradesh,2019,State,urban/rural,All Households,7958.05,Total,0,Rural,Total,NA,NA,NA,NA
19595,Himachal Pradesh,2019,State,urban/rural,Youth,7958.05,Total,0,Rural,Youth,NA,2,NA,NA
19829,Himachal Pradesh,2019,State,urban/rural,Youth,7958.05,3,0,Rural,Youth,NA,2,NA,NA
27984,Chhattisgarh,2017,State,All,CWS Type,7958.05,4,99,All,CWSType,NA,NA,1,NA
10898,Chhattisgarh,2020,State,urban/rural,Sex,7959.42,4,1,Urban,Gender,2,NA,NA,NA
10888,Chhattisgarh,2020,State,urban/rural,Sex,7960.21,5,0,Rural,Gender,2,NA,NA,NA
59733,Gujarat,2023,State,urban/rural,Emp Type,7961.52,2,1,Urban,EmpType,NA,NA,NA,3
47987,Manipur,2018,State,urban/rural,Emp Type,7962.05,2,0,Rural,EmpType,NA,NA,NA,2
51708,Odisha,2020,State,All,Emp Type,7962.05,3,99,All,EmpType,NA,NA,NA,2
17744,Maharashtra,2018,State,All,Youth,7963.66,2,99,All,Youth,NA,2,NA,NA
31530,Meghalaya,2018,State,urban/rural,CWS Type,7963.66,2,0,Rural,CWSType,NA,NA,3,NA
40344,Madhya Pradesh,2022,State,urban/rural,CWS Type,7963.66,Total,0,Rural,CWSType,NA,NA,1,NA
41264,Madhya Pradesh,2022,State,urban/rural,CWS Type,7963.66,3,0,Rural,CWSType,NA,NA,1,NA
56627,Tamil Nadu,2022,State,urban/rural,Emp Type,7963.66,Total,0,Rural,EmpType,NA,NA,NA,3
57706,Tamil Nadu,2022,State,urban/rural,Emp Type,7963.66,3,0,Rural,EmpType,NA,NA,NA,3
5490,Tripura,2017,State,All,Sex,7963.81,2,99,All,Gender,1,NA,NA,NA
7132,Andhra Pradesh,2018,State,All,Sex,7963.81,4,99,All,Gender,2,NA,NA,NA
16766,Tripura,2017,State,urban/rural,Youth,7963.81,3,1,Urban,Youth,NA,1,NA,NA
27867,Tripura,2017,State,All,CWS Type,7963.81,3,99,All,CWSType,NA,NA,1,NA
29089,Tripura,2017,State,urban/rural,CWS Type,7963.81,2,1,Urban,CWSType,NA,NA,2,NA
9083,Uttar Pradesh,2019,State,urban/rural,Sex,7964.69,3,1,Urban,Gender,2,NA,NA,NA
35779,Kerala,2020,State,urban/rural,CWS Type,7965.44,Total,1,Urban,CWSType,NA,NA,1,NA
26410,Madhya Pradesh,2023,State,urban/rural,Youth,7966.67,Total,1,Urban,Youth,NA,1,NA,NA
27059,Madhya Pradesh,2023,State,urban/rural,Youth,7966.67,3,1,Urban,Youth,NA,1,NA,NA
34597,Andaman and Nicobar Island,2019,State,urban/rural,CWS Type,7966.86,1,0,Rural,CWSType,NA,NA,3,NA
27022,Chhattisgarh,2023,State,urban/rural,Youth,7968.15,4,0,Rural,Youth,NA,1,NA,NA
17681,Odisha,2018,State,All,Youth,7969.27,3,99,All,Youth,NA,2,NA,NA
30392,Odisha,2018,State,All,CWS Type,7969.27,2,99,All,CWSType,NA,NA,3,NA
33888,Mizoram,2019,State,urban/rural,CWS Type,7969.27,2,0,Rural,CWSType,NA,NA,1,NA
47003,Odisha,2018,State,All,Emp Type,7969.27,3,99,All,EmpType,NA,NA,NA,2
16051,Karnataka,2017,State,All,Youth,7969.52,2,99,All,Youth,NA,2,NA,NA
18637,Chhattisgarh,2018,State,urban/rural,Youth,7969.52,2,1,Urban,Youth,NA,2,NA,NA
30841,Chhattisgarh,2018,State,urban/rural,CWS Type,7969.52,Total,1,Urban,CWSType,NA,NA,1,NA
13297,Punjab,2022,State,urban/rural,Sex,7970.67,3,1,Urban,Gender,2,NA,NA,NA
24703,Odisha,2022,State,urban/rural,Youth,7970.67,Total,1,Urban,Youth,NA,1,NA,NA
24857,Punjab,2022,State,urban/rural,Youth,7970.67,2,1,Urban,Youth,NA,1,NA,NA
25324,Odisha,2022,State,urban/rural,Youth,7970.67,3,1,Urban,Youth,NA,1,NA,NA
25483,Karnataka,2022,State,urban/rural,Youth,7970.67,1,1,Urban,Youth,NA,2,NA,NA
57716,Tamil Nadu,2022,State,urban/rural,Emp Type,7970.67,1,1,Urban,EmpType,NA,NA,NA,1
15131,Assam,2023,State,urban/rural,Sex,7970.96,3,1,Urban,Gender,2,NA,NA,NA
21352,Uttar Pradesh,2020,State,urban/rural,Youth,7971.14,Total,0,Rural,Youth,NA,1,NA,NA
21725,Uttar Pradesh,2020,State,urban/rural,Youth,7971.14,3,0,Rural,Youth,NA,1,NA,NA
52031,Uttar Pradesh,2020,State,urban/rural,Emp Type,7971.14,Total,0,Rural,EmpType,NA,NA,NA,3
51389,Punjab,2020,State,All,Emp Type,7972.78,2,99,All,EmpType,NA,NA,NA,3
52421,Haryana,2020,State,urban/rural,Emp Type,7972.78,1,0,Rural,EmpType,NA,NA,NA,3
50673,Chhattisgarh,2019,State,urban/rural,Emp Type,7973.67,4,1,Urban,EmpType,NA,NA,NA,3
17769,Karnataka,2018,State,All,Youth,7974.89,2,99,All,Youth,NA,1,NA,NA
26353,Manipur,2023,State,urban/rural,Youth,7974.89,Total,0,Rural,Youth,NA,1,NA,NA
29979,Karnataka,2018,State,All,CWS Type,7974.89,Total,99,All,CWSType,NA,NA,1,NA
30885,Karnataka,2018,State,urban/rural,CWS Type,7974.89,Total,0,Rural,CWSType,NA,NA,1,NA
31942,Karnataka,2018,State,urban/rural,CWS Type,7974.89,3,0,Rural,CWSType,NA,NA,1,NA
32253,India,2019,National,urban/rural,CWS Type,7974.89,Total,0,Rural,CWSType,NA,NA,1,NA
32267,India,2019,National,urban/rural,CWS Type,7974.89,3,0,Rural,CWSType,NA,NA,1,NA
33668,Uttar Pradesh,2019,State,urban/rural,CWS Type,7974.89,2,0,Rural,CWSType,NA,NA,2,NA
44784,Maharashtra,2017,State,All,Emp Type,7974.89,4,99,All,EmpType,NA,NA,NA,3
46090,Maharashtra,2017,State,urban/rural,Emp Type,7974.89,2,0,Rural,EmpType,NA,NA,NA,2
26744,Sikkim,2023,State,urban/rural,Youth,7975.25,1,1,Urban,Youth,NA,1,NA,NA
51615,Tripura,2020,State,All,Emp Type,7975.25,2,99,All,EmpType,NA,NA,NA,1
39477,Madhya Pradesh,2022,State,All,CWS Type,7977.14,Total,99,All,CWSType,NA,NA,1,NA
40368,Maharashtra,2022,State,urban/rural,CWS Type,7977.14,Total,0,Rural,CWSType,NA,NA,1,NA
41348,Maharashtra,2022,State,urban/rural,CWS Type,7977.14,3,0,Rural,CWSType,NA,NA,1,NA
15123,Assam,2023,State,urban/rural,Sex,7977.7,5,0,Rural,Gender,2,NA,NA,NA
36852,Goa,2020,State,urban/rural,CWS Type,7977.7,2,0,Rural,CWSType,NA,NA,1,NA
53219,Goa,2020,State,urban/rural,Emp Type,7977.7,1,0,Rural,EmpType,NA,NA,NA,3
47899,Sikkim,2018,State,urban/rural,Emp Type,7978.12,1,1,Urban,EmpType,NA,NA,NA,1
4412,Puducherry,2022,State,urban/rural,All Households,7979.92,2,0,Rural,Total,NA,NA,NA,NA
11707,Punjab,2021,State,urban/rural,Sex,7980.16,Total,1,Urban,Gender,2,NA,NA,NA
11727,Rajasthan,2021,State,urban/rural,Sex,7980.16,Total,1,Urban,Gender,2,NA,NA,NA
11901,Punjab,2021,State,urban/rural,Sex,7980.16,3,1,Urban,Gender,2,NA,NA,NA
11997,Rajasthan,2021,State,urban/rural,Sex,7980.16,3,1,Urban,Gender,2,NA,NA,NA
22604,Chandigarh,2021,State,All,Youth,7980.16,1,99,All,Youth,NA,1,NA,NA
23271,Chandigarh,2021,State,urban/rural,Youth,7980.16,1,1,Urban,Youth,NA,1,NA,NA
36935,Kerala,2020,State,urban/rural,CWS Type,7980.16,3,1,Urban,CWSType,NA,NA,1,NA
38083,Gujarat,2021,State,urban/rural,CWS Type,7980.16,Total,1,Urban,CWSType,NA,NA,1,NA
482,Nagaland,2017,State,urban/rural,All Households,7980.52,2,0,Rural,Total,NA,NA,NA,NA
1556,Madhya Pradesh,2019,State,All,All Households,7980.52,Total,99,All,Total,NA,NA,NA,NA
1703,Madhya Pradesh,2019,State,All,All Households,7980.52,3,99,All,Total,NA,NA,NA,NA
16674,Nagaland,2017,State,urban/rural,Youth,7980.52,2,0,Rural,Youth,NA,2,NA,NA
20373,Madhya Pradesh,2019,State,urban/rural,Youth,7980.52,4,0,Rural,Youth,NA,1,NA,NA
27489,Nagaland,2017,State,All,CWS Type,7980.52,Total,99,All,CWSType,NA,NA,1,NA
28960,Nagaland,2017,State,urban/rural,CWS Type,7980.52,3,0,Rural,CWSType,NA,NA,1,NA
46297,Tamil Nadu,2017,State,urban/rural,Emp Type,7980.52,2,0,Rural,EmpType,NA,NA,NA,2
22464,Himachal Pradesh,2021,State,All,Youth,7980.69,Total,99,All,Youth,NA,2,NA,NA
22583,Himachal Pradesh,2021,State,All,Youth,7980.69,3,99,All,Youth,NA,2,NA,NA
38217,Himachal Pradesh,2021,State,urban/rural,CWS Type,7980.69,2,0,Rural,CWSType,NA,NA,2,NA
34955,Uttrakhand,2020,State,All,CWS Type,7980.95,3,99,All,CWSType,NA,NA,1,NA
220,Karnataka,2017,State,All,All Households,7980.98,2,99,All,Total,NA,NA,NA,NA
1364,Madhya Pradesh,2018,State,urban/rural,All Households,7980.98,2,1,Urban,Total,NA,NA,NA,NA
7372,Telangana,2018,State,urban/rural,Sex,7980.98,Total,1,Urban,Gender,2,NA,NA,NA
7668,Nagaland,2018,State,urban/rural,Sex,7980.98,1,1,Urban,Gender,2,NA,NA,NA
29960,Madhya Pradesh,2018,State,All,CWS Type,7980.98,Total,99,All,CWSType,NA,NA,2,NA
47042,Madhya Pradesh,2018,State,All,Emp Type,7980.98,4,99,All,EmpType,NA,NA,NA,3
49972,Punjab,2019,State,urban/rural,Emp Type,7980.98,2,1,Urban,EmpType,NA,NA,NA,3
29442,Maharashtra,2017,State,urban/rural,CWS Type,7981.2,2,0,Rural,CWSType,NA,NA,2,NA
4292,Chhattisgarh,2022,State,urban/rural,All Households,7981.64,4,0,Rural,Total,NA,NA,NA,NA
13452,Bihar,2022,State,urban/rural,Sex,7981.64,4,0,Rural,Gender,2,NA,NA,NA
13694,Jharkhand,2022,State,urban/rural,Sex,7981.64,5,0,Rural,Gender,2,NA,NA,NA
39343,India,2022,National,urban/rural,CWS Type,7981.64,Total,0,Rural,CWSType,NA,NA,1,NA
39489,Maharashtra,2022,State,All,CWS Type,7981.64,Total,99,All,CWSType,NA,NA,1,NA
39943,Madhya Pradesh,2022,State,All,CWS Type,7981.64,3,99,All,CWSType,NA,NA,1,NA
55903,Rajasthan,2022,State,All,Emp Type,7981.64,2,99,All,EmpType,NA,NA,NA,2
57244,Assam,2022,State,urban/rural,Emp Type,7981.64,3,0,Rural,EmpType,NA,NA,NA,1
27149,Andhra Pradesh,2023,State,urban/rural,Youth,7981.92,2,0,Rural,Youth,NA,2,NA,NA
42012,Haryana,2023,State,All,CWS Type,7981.92,1,99,All,CWSType,NA,NA,3,NA
15009,Nagaland,2023,State,urban/rural,Sex,7982.9,2,1,Urban,Gender,2,NA,NA,NA
59350,Nagaland,2023,State,urban/rural,Emp Type,7982.9,1,1,Urban,EmpType,NA,NA,NA,3
4750,Jharkhand,2023,State,urban/rural,All Households,7985.28,Total,0,Rural,Total,NA,NA,NA,NA
9265,Meghalaya,2019,State,urban/rural,Sex,7986.15,4,0,Rural,Gender,2,NA,NA,NA
30526,Karnataka,2018,State,All,CWS Type,7986.15,3,99,All,CWSType,NA,NA,1,NA
47611,Punjab,2018,State,urban/rural,Emp Type,7986.15,2,0,Rural,EmpType,NA,NA,NA,3
48238,Odisha,2018,State,urban/rural,Emp Type,7986.15,4,0,Rural,EmpType,NA,NA,NA,3
1599,Haryana,2019,State,All,All Households,7986.73,1,99,All,Total,NA,NA,NA,NA
28168,Tamil Nadu,2017,State,All,CWS Type,7986.73,2,99,All,CWSType,NA,NA,2,NA
33578,Haryana,2019,State,urban/rural,CWS Type,7986.73,1,1,Urban,CWSType,NA,NA,3,NA
25970,Arunachal Pradesh,2023,State,All,Youth,7990.38,2,99,All,Youth,NA,2,NA,NA
42774,Maharashtra,2023,State,urban/rural,CWS Type,7990.38,Total,0,Rural,CWSType,NA,NA,1,NA
27359,Telangana,2023,State,urban/rural,Youth,7991.15,1,1,Urban,Youth,NA,1,NA,NA
317,Maharashtra,2017,State,urban/rural,All Households,7991.8,Total,0,Rural,Total,NA,NA,NA,NA
6473,Maharashtra,2017,State,urban/rural,Sex,7991.8,5,0,Rural,Gender,2,NA,NA,NA
7428,Punjab,2018,State,urban/rural,Sex,7991.8,4,0,Rural,Gender,2,NA,NA,NA
29443,Maharashtra,2017,State,urban/rural,CWS Type,7991.8,2,0,Rural,CWSType,NA,NA,3,NA
30181,Bihar,2018,State,All,CWS Type,7991.8,2,99,All,CWSType,NA,NA,1,NA
31271,Bihar,2018,State,urban/rural,CWS Type,7991.8,2,0,Rural,CWSType,NA,NA,1,NA
43557,Jharkhand,2023,State,urban/rural,CWS Type,7992.48,3,1,Urban,CWSType,NA,NA,1,NA
25206,Meghalaya,2022,State,urban/rural,Youth,7993.05,2,0,Rural,Youth,NA,2,NA,NA
1863,Himachal Pradesh,2019,State,urban/rural,All Households,7996.65,3,0,Rural,Total,NA,NA,NA,NA
28492,Tamil Nadu,2017,State,urban/rural,CWS Type,7996.76,Total,1,Urban,CWSType,NA,NA,1,NA
29682,Tamil Nadu,2017,State,urban/rural,CWS Type,7996.76,3,1,Urban,CWSType,NA,NA,1,NA
639,Maharashtra,2017,State,urban/rural,All Households,7997.45,3,0,Rural,Total,NA,NA,NA,NA
5006,Jharkhand,2023,State,urban/rural,All Households,7997.45,3,0,Rural,Total,NA,NA,NA,NA
16833,West Bengal,2017,State,urban/rural,Youth,7997.45,4,0,Rural,Youth,NA,1,NA,NA
19726,Gujarat,2019,State,urban/rural,Youth,7997.45,Total,0,Rural,Youth,NA,1,NA,NA
31830,Daman & Diu,2018,State,urban/rural,CWS Type,7997.45,1,0,Rural,CWSType,NA,NA,3,NA
31864,Maharashtra,2018,State,urban/rural,CWS Type,7997.45,2,0,Rural,CWSType,NA,NA,2,NA
45092,West Bengal,2017,State,urban/rural,Emp Type,7997.45,Total,0,Rural,EmpType,NA,NA,NA,2
48398,Maharashtra,2018,State,urban/rural,Emp Type,7997.45,2,0,Rural,EmpType,NA,NA,NA,2
50729,Gujarat,2019,State,urban/rural,Emp Type,7997.45,4,0,Rural,EmpType,NA,NA,NA,3
31583,Assam,2018,State,urban/rural,CWS Type,7998.23,1,1,Urban,CWSType,NA,NA,3,NA
25784,Chhattisgarh,2023,State,All,Youth,7999.71,Total,99,All,Youth,NA,NA,NA,NA
26109,Chhattisgarh,2023,State,All,Youth,7999.71,Total,99,All,Youth,NA,NA,NA,NA
39985,Maharashtra,2022,State,All,CWS Type,7999.71,3,99,All,CWSType,NA,NA,1,NA
41868,Chhattisgarh,2023,State,All,CWS Type,7999.71,Total,99,All,CWSType,NA,NA,NA,NA
42330,Chhattisgarh,2023,State,All,CWS Type,7999.71,Total,99,All,CWSType,NA,NA,NA,NA
10966,Daman & Diu,2020,State,urban/rural,Sex,8001.78,2,1,Urban,Gender,2,NA,NA,NA
3829,Arunachal Pradesh,2022,State,All,All Households,8002.67,2,99,All,Total,NA,NA,NA,NA
32230,India,2019,National,All,CWS Type,8002.73,Total,99,All,CWSType,NA,NA,1,NA
41,Jharkhand,2017,State,All,All Households,8003.11,Total,99,All,Total,NA,NA,NA,NA
173,Jharkhand,2017,State,All,All Households,8003.11,3,99,All,Total,NA,NA,NA,NA
5278,Odisha,2017,State,All,Sex,8003.11,Total,99,All,Gender,1,NA,NA,NA
5552,Odisha,2017,State,All,Sex,8003.11,3,99,All,Gender,1,NA,NA,NA
6355,Odisha,2017,State,urban/rural,Sex,8003.11,5,0,Rural,Gender,2,NA,NA,NA
27965,Odisha,2017,State,All,CWS Type,8003.11,4,99,All,CWSType,NA,NA,1,NA
29264,Odisha,2017,State,urban/rural,CWS Type,8003.11,4,0,Rural,CWSType,NA,NA,1,NA
45918,Odisha,2017,State,urban/rural,Emp Type,8003.11,2,0,Rural,EmpType,NA,NA,NA,1
6850,Chandigarh,2018,State,All,Sex,8004,1,99,All,Gender,2,NA,NA,NA
7456,Chandigarh,2018,State,urban/rural,Sex,8004,1,1,Urban,Gender,2,NA,NA,NA
17455,Chandigarh,2018,State,All,Youth,8004,1,99,All,Youth,NA,1,NA,NA
18170,Chandigarh,2018,State,urban/rural,Youth,8004,1,1,Urban,Youth,NA,1,NA,NA
18429,Manipur,2018,State,urban/rural,Youth,8004,2,1,Urban,Youth,NA,1,NA,NA
30430,Madhya Pradesh,2018,State,All,CWS Type,8004,2,99,All,CWSType,NA,NA,3,NA
48002,Manipur,2018,State,urban/rural,Emp Type,8004,1,1,Urban,EmpType,NA,NA,NA,3
40734,Uttar Pradesh,2022,State,urban/rural,CWS Type,8004.24,2,0,Rural,CWSType,NA,NA,3,NA
35479,Puducherry,2020,State,All,CWS Type,8004.72,1,99,All,CWSType,NA,NA,2,NA
51242,Uttar Pradesh,2020,State,All,Emp Type,8004.72,Total,99,All,EmpType,NA,NA,NA,3
11365,Chandigarh,2021,State,All,Sex,8004.82,2,99,All,Gender,2,NA,NA,NA
57334,Jharkhand,2022,State,urban/rural,Emp Type,8005.28,3,1,Urban,EmpType,NA,NA,NA,3
6770,Manipur,2018,State,All,Sex,8005.54,Total,99,All,Gender,2,NA,NA,NA
6974,Manipur,2018,State,All,Sex,8005.54,3,99,All,Gender,2,NA,NA,NA
56530,Jharkhand,2022,State,urban/rural,Emp Type,8006.32,Total,0,Rural,EmpType,NA,NA,NA,2
41881,Maharashtra,2023,State,All,CWS Type,8007.36,Total,99,All,CWSType,NA,NA,1,NA
43763,Maharashtra,2023,State,urban/rural,CWS Type,8007.36,3,0,Rural,CWSType,NA,NA,1,NA
5857,Puducherry,2017,State,urban/rural,Sex,8008.78,Total,0,Rural,Gender,2,NA,NA,NA
28562,Himachal Pradesh,2017,State,urban/rural,CWS Type,8008.78,2,0,Rural,CWSType,NA,NA,2,NA
50018,Uttrakhand,2019,State,urban/rural,Emp Type,8008.78,1,0,Rural,EmpType,NA,NA,NA,1
